menus_id,名字,平均分,收藏,浏览,工艺,口味,时间,难度,主料,辅料,禁忌综合,糖,脂肪,热量
805,糖醋排骨,4.197, 70 收藏 , 99499 浏览,炖,家常味,30分钟,新手尝试,['排骨 1斤'],"['盐（3克） 1/2茶匙', '淀粉（5克） 1茶匙', '镇江香醋（30毫升） 2茶匙', '冰糖（25克） 5茶匙', '老抽（10毫升） 2茶匙', '料酒（15毫升） 1茶匙', '家乐猪骨汤口味浓汤宝 1粒', '葱 少许', '姜 少许', '油（30毫升） 2茶匙']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",0.35克,16.6克,200.2大卡
1306,五花肉焖豆腐,3.846, 14 收藏 , 136827 浏览,煮,酱香味,15分钟,新手尝试,"['五花肉 150克', '豆腐 3块']","['蒜 3颗', '豆瓣酱 1勺', '花椒 数颗', '盐 1勺', '鸡粉 1勺', '葱 2根']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.94克,5.6克,93.9大卡
13102,红烧排骨,3.825, 4273 收藏 , 23573 浏览,烧,家常味,30分钟,新手尝试,['排骨 1斤'],"['盐 1茶匙', '淀粉（10克） 2茶匙', '油（45毫升） 3汤匙', '老抽（20毫升） 4茶匙', '糖（30克） 2汤匙', '料酒（20毫升） 4茶匙', '姜（10克） 2片', '家乐猪骨汤口味浓汤宝 1粒', '葱 少许']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",3.78克,16.7克,213.8大卡
11395,锅塌豆腐,3.697, 31 收藏 , 42665 浏览,煎,家常味,15分钟,新手尝试,"['豆腐(北) 400克', '鸡蛋 1个']","['盐 适量', '小香葱 1根', '清水 少许', '油 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.17克,4.2克,76.3大卡
14541,地三鲜,3.749, 12 收藏 , 39123 浏览,炒,咸鲜味,60分钟,未知,"['尖椒 1个', '土豆  1个', '长茄子 1根']","['蒜 一瓣', '糖 5克', '油 适量', '盐 5克', '蚝油 10毫升', '味精 3克']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 控制少吃', '儿童 控制少吃']",7.77克,8.9克,124.6大卡
8657,最正宗的佛跳墙做法,4.687, 0 收藏 , 13514 浏览,炖,家常味,一天,高级厨师,"['海参 4只', '鲍鱼 6只', '素翅 35克', '鸽蛋 4个', '瑶柱 12个', '花菇 4个', '花胶 8毫升', '猪蹄筋 1段', '鸡胸肉 50克', '火腿薄片 1片']","['花雕酒 200克', '鲍汁 50克', '鸡肉高汤 300毫升', '虫草花 10克']","['高血压人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",2.66克,1.9克,76.6大卡
8995,红烧刀鱼,3.548, 3 收藏 , 6235 浏览,烧,家常味,30分钟,未知,['刀鱼 600克'],"['葱姜蒜 少许', '大料 一个', '红烧料包 适量', '盐 少许', '鸡精 少许', '菜籽油 适量', '小葱花 少许']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 控制少吃', '儿童 控制少吃']",3.15克,5.4克,133.2大卡
5718,五花肉炖酸菜粉,3.63, 389 收藏 , 3713 浏览,炖,家常味,60分钟,未知,"['五花肉 700克', '酸菜(自腌) 1棵', '粉条 1小把']","['大葱 少许', '姜 适量', '料酒 半勺', '生抽 半勺', '精盐 适量', '鸡精 少许', '大料 2个']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",1.68克,20.7克,211.7大卡
9514,红烧鸡翅,3.959, 0 收藏 , 6637 浏览,烧,家常味,30分钟,未知,['易盛玖灰芦花鸡翅 7只'],"['葱 适量', '老抽 适量', '鸡汁 适量', '开水 适量', '韭菜 适量', '水淀粉 适量', '姜 适量', '料酒 适量', '食用油 适量', '冰糖 适量', '桂皮 适量', '香叶 适量', '八角 适量', '生抽 适量']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",5.95克,8.6克,161.9大卡
4152,私房东坡肉,4.909, 6 收藏 , 64084 浏览,砂锅,其它口味,60分钟,中级掌勺,"['五花肉 500克', '老酒 1小碗', '生姜 1块', '小葱 3根']","['酱油 半碗', '冰糖 30克', '盐 4克', '油 少许']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",3.01克,21.5克,248.1大卡
4769,冬笋豆瓣炒雪菜,3.712, 5 收藏 , 6603 浏览,炒,咸鲜味,30分钟,未知,"['雪菜 1把', '豆瓣 200克', '冬笋 半只']","['盐 1勺', '玉米油 40毫升', '姜 2片', '清水 大半碗', '料酒 5克', '糖 3-5克']","['高血压人群 尽量不吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",6.72克,9.6克,144.9大卡
12166,酸辣血旺,4.385, 10 收藏 , 41143 浏览,煮,酸辣味,15分钟,高级厨师,"['血旺 500克', '黄豆 25克']","['芽菜 5克', '榨菜 10克', '精盐 15克', '酱油 10克', '胡椒粉 1克', '醋 25克', '高汤 1000克', '猪油(炼) 20克', '辣椒油 25克', '花椒粉 2克', '葱花 5克', '食用油 15克']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 控制少吃', '高血压人群 建议多吃', '儿童 控制少吃']",6.51克,4克,97.3大卡
12425,蒜末茄子,3.606, 7 收藏 , 2274 浏览,炒,家常味,15分钟,未知,"['茄子 一根', '蒜 一头', '葱 一小段', '花椒 几粒', '小米辣 两个', '姜 几片']","['生抽 两勺', '蚝油 一勺', '香油 一勺', '糖 一勺', '十三香 调料勺小半勺', '盐 调料勺小半勺']","['高血压人群 建议多吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 控制少吃']",8.33克,2.1克,68.5大卡
2309,葱香烧五花肉,3.957, 482 收藏 , 2033 浏览,烧,葱香味,30分钟,未知,"['五花肉 500克', '葱段 2根']","['生姜 4片', '蒜瓣 4个', '白糖 2勺', '料酒 2勺', '酱油 2勺', '八角 3个', '白醋 半汤匙']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",0.98克,21.5克,217.3大卡
10725,水煮豆花鱼,3.613, 25 收藏 , 250848 浏览,煮,香辣味,15分钟,初级入门,"['豆花 500克', '胖头鱼 1条']","['辣椒粉 2茶匙', '菜籽油 50克', '鸡粉 1茶匙', '胡椒粉 1茶匙', '小葱 3根', '泡椒 20克', '花椒粉 2茶匙', '干辣椒 15克', '生粉 1茶匙', '蚝油 2茶匙', '料酒 3汤匙', '花椒 15克', '大蒜 4瓣', '郫县豆瓣酱 2汤匙']","['高血压人群 控制少吃', '高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",12.6克,33.6克,373.6大卡
5484,避风塘茄子,3.533, 4171 收藏 , 50139 浏览,烧,咸鲜味,60分钟,初中水平,"['茄子 300克', '面包糠 80克', '面粉 50克', '鸡蛋  1个']","['盐 5克', '蒜泥 10克', '生抽 2克']","['高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",8.4克,1.4克,72.5大卡
3738,冬笋跑蛋,4.055, 12 收藏 , 24325 浏览,炒,家常味,10分钟,新手尝试,"['鸡蛋 2个', '冬笋 70克']","['食盐\t 2克', '小葱 1颗', '油 适量', '清水 少量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.26克,6.9克,95.4大卡
7334,水煮牛肉,3.332, 737 收藏 , 174553 浏览,煮,香辣味,15分钟,中级掌勺,"['牛里脊 200克', '黄豆芽 200克', '粉丝 一捆']","['葱 一把', '大蒜头 5瓣', '花椒 适量', '干辣椒 5个', '淀粉 适量', '油 适量', '生抽 20毫升', '辣椒酱 2小匙']","['高血压人群 建议多吃', '高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 建议多吃', '儿童 控制少吃']",12.11克,1.8克,114.4大卡
7421,红烧排骨,3.763, 61 收藏 , 22183 浏览,烧,家常味,30分钟,中级掌勺,['肋排 400克'],"['食盐 适量', '老抽 2勺', '生抽 1勺', '料酒 适量', '糖 2勺', '油 适量', '水 适量', '桂皮 2块', '八角 2个', '姜 3片', '葱 3颗']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",0.35克,16.6克,200.2大卡
14676,干锅土豆片,4.589, 116 收藏 , 274232 浏览,炸,麻辣味,60分钟,初级入门,"['土豆 2个', '猪里脊肉 250克']","['植物油 少许', '姜 1块', '干辣椒 少许', '青辣椒 3个', '豆瓣酱 3勺', '红辣椒 3个', '盐 少许', '葱 1根', '洋葱 1个', '蒜 3瓣', '蒜苗 1把', '芝麻 1勺']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",4.27克,3.5克,80.9大卡
1343,毛蛤肉拌菠菜,4.831, 4323 收藏 , 25295 浏览,拌,家常味,10分钟,初中水平,"['菠菜 400克', '毛蛤蜊 500克']","['盐 适量', '鸡精 适量', '香油 5克', '辣椒油 10克', '醋 5克']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '儿童 控制少吃']",1.96克,0.3克,24.5大卡
5351,小兔子香肠馒头,4.965, 123 收藏 , 145268 浏览,蒸,家常味,30分钟,初级入门,"['面粉 200克', '香肠 4根']",['酵母粉 2克'],"['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",33.95克,16.7克,411.5大卡
4113,开胃凉拌菜，吃出好胃口-核桃菠菜塔,3.224, 477 收藏 , 7532 浏览,煮,家常味,15分钟,初级入门,"['纸皮核桃 200克', '菠菜 150克', '花生 60克']","['醋（a） 3汤匙', '糖（a） 3汤匙', '盐 0.5克', '六月鲜酱油（a） 2汤匙', '白芝麻（a） 15克', '大蒜 4瓣', '胡萝卜（装饰用） 适量']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",7.56克,7.9克,127.1大卡
14473,本帮腌笃鲜,3.816, 12 收藏 , 49032 浏览,炖,咸鲜味,90分钟,新手尝试,"['竹笋 1000克', '排骨 600克', '莴笋 200克']","['生姜 4片', '盐 3克', '料酒 30毫升', '小葱 5根', '咸五花肉\t 500克']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",0.98克,10.5克,119.3大卡
10004,生拌菜瓜,4.985, 4 收藏 , 30885 浏览,拌,家常味,15分钟,中级掌勺,['菜瓜 2个'],"['老姜 4片', '大蒜 3瓣', '小米辣 6个', '小葱 5颗', '盐 1勺', '酱油 4勺', '醋 4勺', '花椒油 2勺', '白糖 1小勺', '油泼辣子 1大勺']","['高血糖人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",2.38克,0.2克,16.7大卡
12445,喼汁酸甜酱鸡翅,4.043, 17 收藏 , 108882 浏览,煮,酸甜味,30分钟,初级入门,['鸡翅中 10只'],"['砂糖 25克', '姜 适量', '清水 适量', '花生油 适量', '喼汁 150毫升']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",4.9克,7克,132.9大卡
7340,口蘑炒荷兰豆,3.282, 306 收藏 , 4909 浏览,炒,家常味,10分钟,新手尝试,"['猪肉 200克', '口蘑 150克', '荷兰豆 100克']","['姜 2片', '蒜 1瓣', '酱油 1勺', '黑木耳 5克']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",8.82克,16.8克,263.9大卡
984,酱炒鸡蛋辣椒,4.728, 3 收藏 , 4754 浏览,炒,家常味,30分钟,未知,"['鸡蛋 3个', '青椒 3个', '黄豆酱 1勺', '葱 1块']",['大豆色拉油 20克'],"['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.08克,10.2克,135.5大卡
12390,广东煲仔饭,4.025, 4 收藏 , 49363 浏览,砂锅,咸鲜味,15分钟,新手尝试,"['大米 80克', '腊肠 40克', '香菇 8克', '青菜 3棵', '鸡蛋 1个']","['食盐 半勺', '酱油 1勺', '食用油 1小碟', '耗油 1勺', '葱 1根', '陈皮 2片']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",7.35克,23.3克,262.8大卡
7247,凉拌三丝,4.859, 161 收藏 , 75430 浏览,拌,香辣味,5分钟,初中水平,"['豆皮 100克', '黄瓜 1根', '胡萝卜 1个']","['蚝油 1勺', '鸡精 1勺', '味极鲜酱油 1勺', '盐 少许', '小红油 1勺', '醋 2勺']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 建议多吃', '高血压人群 控制少吃', '儿童 控制少吃']",5.04克,8克,143.3大卡
11599,咸蛋肉松八宝饭,3.249, 4 收藏 , 6027 浏览,蒸,家常味,60分钟,新手尝试,"['糯米 150克', '生咸蛋黄 3个', '肉松 50克']","['蛋黄酱 适量', '豌豆 15克', '玉米粒 15克', '培根 1片', '猪油 少许', '盐 适量', '白砂糖 适量', '食用油 少许']","['高血糖人群 尽量不吃', '减肥人群 尽量不吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",44.66克,8.1克,369大卡
5317,鱼香肉丝盖浇饭,4.915, 4913 收藏 , 15230 浏览,炒,香辣味,15分钟,新手尝试,"['梅花肉 300克', '黑木耳 10克', '胡萝卜 60克', '蒜苔 60克', '郫县豆瓣酱 1大勺', '大米 3杯']","['香葱 2棵', '生抽  1勺', '米醋 2勺', '糖 3勺', '白胡椒粉 少许', '盐 1克', '鸡精 1小勺', '淀粉 大勺', '姜 2片', '蒜 2瓣', '料酒 2大勺']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",23.66克,12.1克,270.2大卡
6569,鱼香茄子,4.543, 11 收藏 , 7191 浏览,炒,鱼香味,30分钟,初级入门,"['茄子 3个', '猪肉 100克']","['郫县豆瓣酱 1勺', '玉米淀粉 适量', '生抽 1勺', '姜 3片', '大蒜 4瓣', '白砂糖 2勺', '醋 1勺', '老抽 半勺', '香葱 2棵', '香菜 1棵']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 控制少吃', '儿童 控制少吃']",5.67克,4.9克,84.9大卡
8283,焦香美味千层肉饼,4.988, 1 收藏 , 1956 浏览,煎,家常味,30分钟,未知,['肥瘦肉馅 适量'],"['酱油 适量', '五香粉 适量', '蒜末 适量', '姜末 适量', '盐 适量']","['高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",1.68克,37克,395大卡
9230,家常炖鱼,3.935, 6 收藏 , 5653 浏览,炖,咸鲜味,60分钟,初中水平,['带鱼 750克'],"['食用油 25克', '酱油 10克', '食盐 4克', '葱 4克', '姜 4克', '蒜 5克', '黄酒 5克', '米醋 6克']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",1.68克,6.5克,118大卡
11837,红烧带鱼,4.725, 17435 收藏 , 140505 浏览,烧,咸鲜味,15分钟,新手尝试,['带鱼   600克'],"[' 油 50毫升 ', '老抽 1汤匙 ', '生抽 2汤匙', ' 生姜 10克 ', '小葱 10克', '黄酒 30毫升', '生粉 少许']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 控制少吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.03克,10.1克,147.3大卡
2253,蒜蓉粉丝蒸扇贝,4.912, 15875 收藏 , 167041 浏览,蒸,蒜香味,15分钟,中级掌勺,"['扇贝 600克', '粉丝 50克']","['橄榄油 2毫升', '盐 3克', '蒜泥 30克', '香葱 30克', '生姜 15克', '豆豉蒸鱼酱油 3毫升']","['高血压人群 建议多吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",5.04克,0.5克,46.6大卡
5806,韭菜鸡蛋饼,4.919, 47 收藏 , 45598 浏览,煎,家常味,10分钟,初级入门,"['面粉 150克', '鸡蛋 一个']","['玉米油 一大勺', '盐 一小勺', '韭菜 15克']","['高血压人群 控制少吃', '高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 控制少吃', '儿童 控制少吃']",33.46克,6.5克,291.6大卡
3953,排骨玉米炖豆角,4.206, 2788 收藏 , 15177 浏览,炖,咸鲜味,60分钟,初级入门,"['排骨 适量', '土豆 适量', '玉米 适量', '豆角 适量']","['盐 适量', '姜 适量', '料酒 适量', '生抽 2勺', '蚝油 1勺', '黄豆酱 2勺', '八角 适量', '葱 适量']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",6.79克,11.5克,178.6大卡
4876,蚝油鸡丁炒三蔬,3.99, 54 收藏 , 34643 浏览,炒,咸鲜味,10分钟,新手尝试,"['鸡边腿 1个', '线茄 4根', '胡萝卜 1根', '尖椒 1个', '蚝油 1大勺']","['葱 2段', '蒜 2瓣', '生抽 1大勺', '糖 1小勺', '白胡椒粉 适量', '料酒 1大勺', '淀粉 适量']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",2.31克,5.4克,99.8大卡
12231,自制素春卷,3.324, 3 收藏 , 12139 浏览,炸,家常味,10分钟,新手尝试,"['春卷皮 12张', '胡萝卜 1/4个', '卷心菜 20克', '黑木耳 10克', '粉丝 20克']","['油 500克', '番茄酱 15克']","['高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '高血压人群 尽量不吃', '儿童 控制少吃']",2.94克,74克,683.1大卡
3248,家常土豆炖鸡,4.782, 20 收藏 , 11207 浏览,煮,家常味,30分钟,新手尝试,"['鸡架 250克', '胡萝卜 1个', '土豆 1个', '洋葱 1/2个']","['花生油 20克', '酱油 10克', '大酱 15克', '辣椒(红，小) 4个', '香叶 3片', '大料 3个', '葱 5克', '大蒜 2颗', '食盐 5克', '姜 5克']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",5.11克,6.8克,112.3大卡
9442,发面烧饼,4.67, 3 收藏 , 7660 浏览,烙,家常味,15分钟,初中水平,"['面粉\t 250克', '鸡蛋 1个']","['馅料 200克', '水 100克', '酵母 3克']","['高血糖人群 尽量不吃', '减肥人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",31.15克,2.5克,237.3大卡
4149,金针肉末烧茄子,4.905, 1971 收藏 , 22740 浏览,烧,咸鲜味,15分钟,初级入门,"['茄子 2根', '金针菇 200克', '猪肉馅 100克']","['蒜 5瓣', '姜 1小块', '食用油 1小勺', '盐 1小勺', '老抽 1小勺', '生抽 1/2小勺', '蚝油 1小勺', '白糖 1/2小勺']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",3.01克,4.5克,63.7大卡
7147,雪菜肉丝毛豆,3.926, 11 收藏 , 6874 浏览,炒,香辣味,15分钟,新手尝试,"['雪菜 100克', '猪瘦肉 50克', '毛豆 150克']","['葱 1节', '姜 1块', '红椒 1个', '生抽 2小匙', '花椒粉 1/2小匙', '白糖 1小匙']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 控制少吃', '儿童 建议多吃']",7.14克,3.4克,91.6大卡
14281,川味口水鸡，3勺酱汁搞定蘸料,4.879, 10 收藏 , 7682 浏览,煮,香辣味,15分钟,新手尝试,"['鸡腿肉 400克', '花椒 一小把', '姜 1块', '大蒜 3瓣', '香菜 1小把', '小米椒 3-4颗', '白芝麻 少许', '花生碎 少许', '小葱 3根']","['黄记煌辣豉酱 1汤匙（15克）', '黄记煌藤椒汁 1汤匙（15克）', '黄记煌麻辣汁 1汤匙（15克）', '料酒 1汤匙（15克）', '香油 1茶匙（5克）']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",1.82克,7.1克,144.1大卡
7811,韭菜炒河虾,3.414, 100 收藏 , 55971 浏览,炒,家常味,10分钟,初中水平,"['河虾 215克', '韭菜 100克']","['油 3汤勺', '料酒 1汤勺', '生抽 1汤勺', '白糖 0.5汤勺', '盐 0.5勺']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.82克,5.7克,95.8大卡
4439,家常秘制烧牛肉,4.051, 2 收藏 , 29248 浏览,炖,酱香味,2小时,初级入门,"['牛肉 5斤', '黄豆酱油 200克']","['甜面酱 2大勺', '葱段姜片八角 适量', '盐 适量', '大块儿多晶冰糖 适量', '干山楂片 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.08克,3.7克,123大卡
11473,糖醋排骨,4.115, 4 收藏 , 26707 浏览,炒,酸甜味,60分钟,初级入门,['排骨 500克'],"['盐 一勺', '白糖 适量', '植物油 适量', '葱姜蒜 适量', '料酒 一瓶盖', '生抽 两勺', '老抽 一勺', '醋 一勺']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",2.45克,15.9克,201.6大卡
8469,萝卜五花肉,3.918, 480 收藏 , 4744 浏览,炖,家常味,60分钟,初中水平,"['五花肉 600克', '萝卜 1个', '香菇(干) 3朵']","['姜 3片', '桂皮 1小块', '八角 1个', '葱 1根', '油 少许', '料酒 2汤匙', '老抽 1汤匙', '酱油 2汤匙', '冰糖 几粒', '盐 1小匙']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.52克,18.6克,197.3大卡
14057,糖醋里脊,3.004, 38 收藏 , 116724 浏览,炸,酸甜味,15分钟,新手尝试,['猪里脊肉 400克'],"['番茄酱 半碗', '糖 2勺', '料酒 2勺', '熟芝麻 适量', '淀粉 适量', '食用油 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",7.21克,6.5克,155.2大卡
14117,鱼香肉丝,3.597, 573 收藏 , 8318 浏览,炒,酸甜味,15分钟,新手尝试,"['猪里脊肉 适量', '木耳 适量', '胡萝卜 适量', '青椒 适量', '葱 适量', '姜 适量', '干辣椒 适量', '蒜 适量']","['油 适量', '盐 适量', '生抽 适量', '耗油 适量', '白糖 适量', '料酒 适量', '米醋 适量', '郫县豆瓣酱 适量', '淀粉 适量', '白胡椒粉 适量', '十三香 适量']","['高血压人群 控制少吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",13.37克,5.7克,149.8大卡
4174,西红柿炒鸡蛋,3.684, 35 收藏 , 51367 浏览,炒,家常味,10分钟,初级入门,"['西红柿 3个', '鸡蛋 3个']","['植物油 80克', '精盐 1茶匙', '细香葱 1根']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.68克,13.4克,137大卡
3324,东北溜肉段,3.196, 177 收藏 , 39743 浏览,炒,酱香味,30分钟,初级入门,"['猪里脊肉 250克', '尖椒 1根']","['淀粉 4勺', '纯净水 250毫升', '植物油 1000克', '葱 5克', '蒜 5克', '胡椒粉 2克', '白糖 3克', '生抽 10克', '老抽 3克', '盐 15克']","['高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血压人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",0.98克,64.8克,601.5大卡
778,微波炉素肉干,4.432, 24 收藏 , 29104 浏览,微波,家常味,60分钟,新手尝试,['香菇 30朵'],"['盐 3克', '白胡椒粉 2克', '花椒粉 3克', '孜然粉 7克', '辣椒粉 5克', '白砂糖 3克', '香油 少许', '熟白芝麻 适量', '清水 适量']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",0.7克,0.1克,5.2大卡
3655,千层肉饼,4.915, 33 收藏 , 69375 浏览,烙,咸鲜味,15分钟,初级入门,"['猪肉 300克', '大葱 1棵', '面粉 500克']","['热水 适量', '盐 1勺', '十三香 适量', '干面粉 适量', '植物油 适量']","['高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '高血压人群 控制少吃', '儿童 控制少吃']",26.67克,12.2克,301.8大卡
10970,油豆腐牛筋丸萝卜煲,3.256, 25 收藏 , 2413 浏览,煲,家常味,15分钟,中级掌勺,"['油豆腐 100克', '白萝卜 1个', '牛筋丸 6个', '咸鸡肉 150克']","['生姜 1块', '圆椒 少许', '盐 2克', '鸡粉 1克', '食用油 适量', '胡椒粉 2克', '清水 适量']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",1.89克,4.5克,95.6大卡
6640,蚝油菜心,3.034, 53 收藏 , 10112 浏览,煮,家常味,5分钟,新手尝试,['菜心 200克'],"['蒜末 一勺', '生抽 一勺', '蚝油 一勺', '淀粉 一勺']","['高血压人群 建议多吃', '高血糖人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",3.92克,0.4克,24大卡
11196,豆腐脑儿,4.772, 7 收藏 , 38779 浏览,煮,家常味,60分钟,新手尝试,"['黄豆 250克', '内酯 4.2克']","['香菜 10克', '清水 1400毫升', '辣酱 5克', '榨菜 10克', '生抽 20克', '煮熟的黄豆 50克', '开水 10克', '韭菜花酱 10克']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",4.48克,2.7克,67.3大卡
3735,红烧鸡翅根,4.815, 84 收藏 , 19491 浏览,烧,家常味,10分钟,新手尝试,"['鸡翅根 300克', '青红椒 适量']","['葱 适量', '姜 适量', '蒜 适量', '生抽 一勺', '老抽 一勺', '蚝油 适量', '奥尔良腌料 适量']","['高血脂人群 建议多吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",4.27克,9.9克,179.5大卡
