menus_id,名字,平均分,收藏,浏览,工艺,口味,时间,难度,主料,辅料,禁忌综合,糖,脂肪,热量
527,红烧昂刺鱼,3.926, 535 收藏 , 10041 浏览,烧,家常味,30分钟,未知,['昂刺鱼 六条'],"['姜 适量', '小米椒 一个', '花椒 适量', '葱 适量', '蒜 适量', '料酒 适量', '老抽 一勺', '蚝油 一勺', '白糖 一茶勺', '米醋 一茶勺', '淀粉 适量']","['减肥人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",0.21克,1.5克,55.7大卡
3847,豆豉蒸排骨,4.527, 11 收藏 , 4351 浏览,蒸,咸鲜味,30分钟,新手尝试,"['排骨 1根', '豆豉 适量', '姜 几片', '大蒜 3瓣', '葱花 适量']","['盐 适量', '食用油 适量', '料酒 适量', '淀粉 适量', '生抽 适量', '白糖 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.43克,11.9克,165.4大卡
1845,香辣海泥鳅,3.596, 0 收藏 , 7422 浏览,炸,香辣味,5分钟,新手尝试,['海泥鳅 250克'],"['实验 1茶匙', '辣椒 一碟']","['减肥人群 控制少吃', '高血压人群 控制少吃', '高血脂人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",1.26克,2克,94.9大卡
8941,芥兰炒鸡蛋,3.878, 6 收藏 , 7140 浏览,炒,家常味,10分钟,未知,"['芥兰 一把', '鸡蛋 两个', '蒜 少许']","['油 30毫升', '盐 少许', '蚝油 少许']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",1.96克,16.3克,184.2大卡
6870,蒜香糖醋虾仁,3.203, 16 收藏 , 4199 浏览,炒,咸鲜味,10分钟,新手尝试,"['大虾仁 20个', '小根蒜 50克']","['食用油 适量', '白胡椒粉 少许', '料酒 10克', '盐 适量', '番茄酱 15克', '糖 10克', '干淀粉 适量', '湿淀粉 8克']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",0.91克,0.6克,44大卡
3046,快手酸菜鱼,4.402, 4 收藏 , 1925 浏览,煮,家常味,30分钟,新手尝试,"['草鱼 750克', '酸菜 250克', '黄豆芽 150克', '生姜 1块', '大蒜 3瓣', '泡椒 5个', '尖椒 5个']","['料酒 2大勺', '酱油 3大勺', '淀粉 1勺', '油 适量', '盐 适量']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 控制少吃']",1.61克,2.2克,68.9大卡
11975,蟹黄豆腐,3.749, 1159 收藏 , 6734 浏览,炒,咸鲜味,10分钟,新手尝试,"['豆腐 300克', '咸蛋黄 4个', '食用油 适量']","['料酒 1勺', '小香葱 2根', '玉米淀粉 1勺']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血压人群 建议多吃', '儿童 建议多吃']",10.85克,8.9克,170.4大卡
13304,牛筋炒大葱,4.164, 4 收藏 , 5108 浏览,炒,家常味,30分钟,初中水平,"['牛筋 300克', '大葱 200克']","['盐 适量', '红椒 适量', '生姜 适量']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.45克,0.4克,98.1大卡
7870,牛肉香辣酱-Vitamix版,3.123, 532 收藏 , 4711 浏览,拌,香辣味,15分钟,新手尝试,"['牛肉末 250克', '小米椒 100克', '红椒 100克']","['大葱 30克', '大蒜 6-8瓣', '洋葱 30克', '生抽 2勺', '老抽 1勺', '番茄 1个', '料酒 15毫升', '食用油 适量', '盐 适量']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '高血压人群 建议多吃', '儿童 控制少吃']",8.82克,4.7克,129.9大卡
5002,豉香尖椒炒肉,4.059, 5 收藏 , 5822 浏览,炒,家常味,30分钟,未知,"['猪肉 400克', '尖椒 2个', '豆豉 8克']","['生抽 2勺', '水淀粉 1勺', '小米辣 1根', '植物油 1勺', '蚝油 1匙']","['减肥人群 尽量不吃', '高血糖人群 控制少吃', '高血脂人群 尽量不吃', '高血压人群 控制少吃', '儿童 控制少吃']",2.8克,33.8克,368.8大卡
7537,家常红烧带鱼,4.359, 2 收藏 , 3447 浏览,煎,咸鲜味,15分钟,新手尝试,"['带鱼 半条', '蒜 2瓣', '姜 几片']","['食用油 适量', '料酒 适量', '生抽 适量', '盐 适量', '玉米淀粉 适量', '水 适量']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",2.94克,4.5克,112.2大卡
12825,酱烧茄子,4.497, 431 收藏 , 5218 浏览,烧,酱香味,30分钟,未知,"['茄子 2根', '海鲜酱 1勺', '方通大酱 2勺']","['青椒 1根', '蒜 2瓣', '五花肉 6片', '植物油 半锅', '料酒 1勺', '香菜 1棵']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.85克,1.5克,39.2大卡
13687,有机菜花炒肉,4.126, 531 收藏 , 5556 浏览,炒,家常味,15分钟,新手尝试,"['猪肉 100克', '有机菜花 250克']","['油  6克', '葱  3克', '姜  2克', '蒜  3克', '盐  2克', '料酒  8克', '老抽 2克', '生抽  3克', '蚝油 3克']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.73克,11.4克,130大卡
4540,【节节高】糖醋排骨,4.14, 15 收藏 , 11293 浏览,炖,家常味,60分钟,中级掌勺,['排骨 400克'],"['植物油 2大勺', '老姜 4片', '大葱 1颗', '料酒 1大勺', '冰糖 40克', '老抽 1勺', '陈醋 40克', '盐 1小勺']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",0.35克,16.6克,200.2大卡
6372,扇贝时蔬面,3.633, 3 收藏 , 5016 浏览,煮,咸鲜味,15分钟,初级入门,"['扇贝 50克', '面条 50克', '胡萝卜 30克', '魔芋 30克', '韭菜 20克']","['一品鲜酱油 1勺', '蚝油 1勺', '盐 2匙']","['高血压人群 控制少吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 控制少吃']",5.95克,0.3克,50.3大卡
13769,啤酒炖鸡翅,3.021, 14 收藏 , 5968 浏览,炖,家常味,15分钟,初级入门,"['鸡翅 500克', '啤酒 330毫升']","['青椒 50克', '胡萝卜 50克', '大蒜 30克', '姜 10克', '调和油 10毫升', '盐 少量', '老抽 10毫升', '花雕酒 10毫升', '蚝油 5毫升']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.22克,6.7克,128.3大卡
4109,香酥鸡翅根,3.814, 5 收藏 , 2813 浏览,烤,咸鲜味,30分钟,新手尝试,['鸡翅根 6个'],"['腌鸡料 4大匙', '料酒 1大匙', '耗油 1大匙', '蒜末 1大匙', '香酥炸粉 3大匙', '油 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.99克,11克,192.6大卡
727,木耳炒肉,4.787, 8 收藏 , 5377 浏览,炒,家常味,30分钟,未知,"['木耳 15克', '胡萝卜 1个', '大葱 1个', '猪里脊肉 50克']","['大豆色拉油 15克', '盐 1克', '生抽 1勺', '淀粉 少许']","['减肥人群 控制少吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",4.48克,7.2克,101.5大卡
10797,海虾萝卜汤,3.75, 7 收藏 , 2582 浏览,煮,家常味,10分钟,新手尝试,"['海虾 150克', '萝卜 150克']","['葱姜 适量', '油 10克', '盐 5克', '醋 3克', '蚝油 3克']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.96克,3.4克,71.4大卡
5310,茄汁龙利鱼,4.639, 0 收藏 , 3989 浏览,烤,咸鲜味,15分钟,初级入门,['龙利鱼 500克'],"['番茄酱 100克', '黄油 10克', '玫瑰海盐 少许', '现磨胡椒粉 适量', '料酒 1勺', '细砂糖 1勺', '白芝麻 少许', '蒜 2瓣']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",4.34克,4.6克,133.1大卡
3173,荞麦肠仔馒头卷,3.216, 507 收藏 , 4088 浏览,蒸,其它口味,30分钟,初中水平,"['新良荞麦粉 150克', '牛奶 85克', '酵母 1.5克', '糖 15克', '色拉油 3克']",['脆皮肠 6根'],"['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",12.32克,5.5克,131.9大卡
8803,蒜蓉蒸扇贝,3.228, 6 收藏 , 1876 浏览,蒸,家常味,15分钟,新手尝试,"['扇贝  500克', '粉丝 20克']","[' 葱姜蒜  适量', '花生油  5克', '香油  5克', '盐  10克', '酱油 5克', ' 醋 5克', ' 料酒 3克', ' 蚝油 5克']","['高血压人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",4.06克,2.3克,83.7大卡
5365,香干芹菜叶春卷,3.489, 0 收藏 , 3851 浏览,炸,家常味,10分钟,中级掌勺,"['春卷皮 12张', '芹菜叶 适量', '香干 2块']","['盐 适量', '鸡精 适量']","['高血压人群 控制少吃', '高血糖人群 尽量不吃', '减肥人群 尽量不吃', '高血脂人群 控制少吃', '儿童 控制少吃']",46.62克,2.1克,333.7大卡
10425,五花肉炒大头菜,4.401, 5 收藏 , 3934 浏览,炒,家常味,15分钟,中级掌勺,"['大头菜 1个', '胡萝卜 少许', '蒜头 2个', '五花肉 80克']","['盐 4克', '蚝油 1汤匙']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.59克,4克,56.5大卡
13278,番茄木耳炒鸡蛋,3.113, 4 收藏 , 1789 浏览,炒,家常味,15分钟,初级入门,"['番茄       100克', '木耳 50克', '鸡蛋 160克']","['油    适量', '盐 适量', ' 葱姜 适量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.45克,6克,93大卡
10083,鸡胸肉藜麦沙拉,4.412, 3 收藏 , 2455 浏览,煎,咸鲜味,30分钟,未知,"['鸡胸肉 1块', '藜麦 50克', '虾仁 8个', '苦菊 适量', '红皮萝卜 1个']","['胡椒粉 适量', '料酒 1勺', '盐 2茶匙']","['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",1.33克,0.8克,55.4大卡
12537,海苔肉松小吐司,3.053, 2 收藏 , 4028 浏览,烘焙,奶香味,60分钟,初级入门,"['高筋粉 150克', '淡奶油 45克', '牛奶 48克', '蛋白 10克', '细砂糖 5克', '黄油 3克', '鲜酵母 3克']","['蛋白 12克', '细砂糖 22克', '奶粉 10克', '鲜酵母 2克', '黄油 5克', '沙拉酱 50克', '海苔肉松 50克']","['高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '高血压人群 控制少吃', '儿童 控制少吃']",31.5克,17.6克,372.7大卡
10271,肉松,3.053, 2 收藏 , 1429 浏览,炒,家常味,60分钟,未知,"['牛肉 400克', '土豆 1个', '姜 1块']",['葱 1条'],"['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.59克,3.7克,117.4大卡
13772,糖醋排骨,4.312, 4 收藏 , 4561 浏览,煮,家常味,30分钟,新手尝试,['猪排骨 800克'],"['料酒  5克', '白糖  15克', '陈醋  15克', '食盐  5克', ' 葱姜  适量']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.82克,15.8克,198.8大卡
1975,烤土豆五花肉,4.905, 445 收藏 , 3184 浏览,烤,香辣味,数小时,未知,"['五花肉 300克', '土豆 1个', '油泼辣子 适量']","['姜 适量', '蒜 适量', '油 适量', '盐 适量']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",1.68克,26.8克,273.8大卡
12067,雪菜山药,4.977, 546 收藏 , 5769 浏览,炒,咸鲜味,10分钟,未知,"['山药 300克', '雪菜 128克']","['大蒜 一瓣', '蘑菇 两朵', '葱段 少许', '大葱 少许', '冬笋 少许']","['高血压人群 建议多吃', '高血糖人群 控制少吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",6.72克,0.4克,44.2大卡
3366,腊肉炖笋干,3.928, 4 收藏 , 5432 浏览,炖,家常味,60分钟,未知,['腊肉 适量'],"['笋干 适量', '盐 适量']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",31.78克,12.7克,318.8大卡
9600,土豆炒腊肉片,3.489, 3 收藏 , 4617 浏览,炒,咸鲜味,10分钟,初级入门,"['土豆 2个', '腊肉 100克', '胡萝卜 半根', '青椒 1个']","['玉米油 2勺', '盐 2克', '葱 1根', '姜 1片', '料酒 少许']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 建议多吃']",5.18克,12.6克,152大卡
13151,青椒炒肉丝,4.429, 23 收藏 , 3129 浏览,炒,家常味,10分钟,新手尝试,"['猪瘦肉 250克', '菜椒 100克']","['葱姜 适量', '鸡蛋 1个', '油 10克', '盐 8克', '酱油 3克', '料酒 3克', '鸡精 3克']","['高血压人群 控制少吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",1.96克,7克,126.5大卡
13140,成都钟水饺,4.113, 119 收藏 , 130526 浏览,煮,麻辣味,15分钟,初级入门,"['猪肉馅 300克', '饺子皮 500克']","['盐 4克', '姜末 10克', '葱花 10克', '蒜泥 5克', '生抽 3克', '玉米淀粉 6克', '白胡椒粉 1克', '玉米油 5克', '鸡精 1克', '复制酱油 15克', '辣椒油 10克', '花椒油 3克']","['高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '高血压人群 建议多吃', '儿童 控制少吃']",5.39克,11.3克,200大卡
1815,快速电锅版东坡肉,4.563, 19 收藏 , 75471 浏览,炖,家常味,30分钟,初级入门,['五花肉 1000克'],"['老黄酒 200克', '冰糖 50克', '老抽 30克', '鲜味酱油 70克', '香葱 40克', '鲜姜 20克', '花椒 2克', '八角 1个', '桂皮 1小块', '盐 2克']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",3.57克,21.2克,231.5大卡
6243,酱香油豆腐炒白菜,4.265, 140 收藏 , 12502 浏览,炒,酱香味,15分钟,未知,"['油豆腐 10块', '大白菜 1颗', '葱 2根', '蒜 2瓣', '姜 2-3片']","['豆瓣酱 2勺', '酱油 1勺', '盐 1勺子', '味精 几粒', '糖 1勺', '玉米油 2勺']","['高血压人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '儿童 建议多吃']",3.5克,1克,32.4大卡
5879,咸菜炒肉,4.781, 5 收藏 , 7244 浏览,炒,家常味,10分钟,新手尝试,"['咸菜 适量', '瘦肉 2两左右', '大蒜 适量']",['盐 少量'],"['高血压人群 控制少吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",4.41克,3.8克,110.8大卡
6178,砂锅烤鸡翅,4.959, 5 收藏 , 3214 浏览,烤,咸鲜味,30分钟,初中水平,"['鸡翅 5个', '面粉 适量', '鸡蛋 1个']","['蜂蜜 适量', '烤肉料 适量']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",13.93克,12克,247.1大卡
14001,时蔬小炒肉丝,3.209, 4 收藏 , 2283 浏览,炒,咸鲜味,15分钟,未知,"['猪肉 30克', '豆芽 150克', '黄瓜 1根', '胡萝卜 0.5根', '葱 10克', '姜 3克', '蒜 5克']","['油 1勺', '盐 2匙', '味精 0.2匙', '醋 0.5勺']","['高血脂人群 建议多吃', '减肥人群 建议多吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.8克,2.4克,40.2大卡
14941,老少皆宜的柠檬清蒸鳕鱼,4.058, 9 收藏 , 5309 浏览,蒸,咸鲜味,15分钟,初中水平,"['阿拉斯加黑鳕鱼排 一块', '盐 2克', '黑胡椒 2克', '油 10克', '柠檬 一片', '葱适量 一段', '姜 三片']",['美极鲜味汁 3克'],"['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 控制少吃']",3.01克,10.5克,132.4大卡
7047,干锅茶树菇,4.612, 8 收藏 , 8756 浏览,炒,香辣味,10分钟,未知,"['茶树菇 280克', '腊肠 一段']","['葱 适量', '小米椒 2个', '生姜 少许', '大蒜 两瓣', '油 适量', '酱油 一汤匙', '料酒 一汤匙', '辣椒粉 一汤匙']","['高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 尽量不吃', '高血压人群 控制少吃', '儿童 控制少吃']",32.41克,10.1克,312大卡
2146,春韭菜花炒鸡蛋,4.418, 8 收藏 , 7254 浏览,炒,咸鲜味,5分钟,新手尝试,"['韭菜花 1把', '鸡蛋 2个']","['油 适量', '盐 适量']","['高血压人群 控制少吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",1.96克,5.7克,98.2大卡
8205,扇贝鸡蛋汤,4.812, 4 收藏 , 4218 浏览,煮,家常味,10分钟,新手尝试,"['扇贝肉 200克', '鸡蛋 3个']",['葱姜 香菜 油 盐 料酒 蚝油 适量'],"['减肥人群 建议多吃', '高血糖人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",1.89克,4.1克,96大卡
11479,蒜蓉蒸生蚝,3.556, 555 收藏 , 7559 浏览,蒸,家常味,10分钟,新手尝试,['生蚝 6个'],"['葱  25克', '盐 1克', '蒜 1个', '小米椒 3克', '料酒 10克']","['高血压人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",0克,1.5克,57大卡
13040,#最美不过中秋味#非油炸地三鲜,4.778, 2 收藏 , 4468 浏览,炒,家常味,30分钟,中级掌勺,"['土豆 2个', '大辣椒 1个', '茄子 1个']","['植物油 适量', '盐 1勺', '红烧酱油 1勺']","['减肥人群 控制少吃', '高血糖人群 控制少吃', '高血脂人群 控制少吃', '高血压人群 控制少吃', '儿童 控制少吃']",6.37克,1.8克,55.7大卡
2143,小白菜炒虾仁,3.068, 441 收藏 , 6134 浏览,炒,家常味,5分钟,初级入门,"['小白菜 300克', '虾仁 100克']","['调和油 15毫升', '盐 少量', '淀粉 少量']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.75克,3.9克,56.8大卡
4288,梅干菜烧肉,4.228, 1378 收藏 , 45697 浏览,烧,甜味,30分钟,初中水平,"['五花肉  500克', '干梅干菜  400克']","['料酒   适量', '盐 适量', '油 适量', '糖 适量', '冰糖 8块', '有机酱油 适量', '水 适量']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 尽量不吃', '儿童 控制少吃']",17.85克,14.2克,241.5大卡
12755,红烧排骨,3.255, 4 收藏 , 1590 浏览,烧,家常味,30分钟,中级掌勺,['排骨 500克'],"['食用油 2汤匙', '盐 适量', '糖 2汤匙', '葱姜 适量', '五香粉 少许', '白酒 1汤匙', '醋 1汤匙']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",3.36克,16.7克,218.1大卡
2256,香菇荷兰豆拌小素鸡,3.977, 4 收藏 , 4918 浏览,拌,家常味,10分钟,中级掌勺,"['小素鸡 1块', '新鲜香菇 30克', '荷兰豆 40克']","['盐 适量', '生抽 适量', '芝麻油 适量']","['高血压人群 尽量不吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",2.94克,6.1克,77.3大卡
12802,豆芽炒胡萝卜火腿丝,3.524, 3 收藏 , 4513 浏览,炒,家常味,10分钟,初中水平,"['胡萝卜 1根', '豆芽 半斤', '火腿 半根']","['食盐 1茶勺', '生抽 1茶勺']","['高血压人群 建议多吃', '高血糖人群 建议多吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 建议多吃']",3.22克,0.5克,26.1大卡
12175,白萝卜酿肉,4.608, 0 收藏 , 9474 浏览,蒸,家常味,30分钟,初级入门,"['白萝卜 1根', '猪肉 1块']","['淀粉 5克', '枸杞 5克', '小葱 1颗', '生抽 1勺', '料酒 1勺', '蚝油 1勺', '白胡椒粉 1小勺', '盐 1小勺']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",3.22克,17.1克,195大卡
11030,炒土豆丝,3.041, 8 收藏 , 5891 浏览,炒,蒜香味,5分钟,初级入门,"['土豆 1个', '胡萝卜 1根']","['油 适量', '盐 适量', '葱 适量', '蒜 适量', '香菜 适量', '生抽 适量', '花椒粒 适量', '粗 适量', '白糖 少许']","['高血压人群 控制少吃', '高血糖人群 尽量不吃', '减肥人群 建议多吃', '高血脂人群 建议多吃', '儿童 控制少吃']",10.43克,2克,72.5大卡
3040,粉丝蒸剁椒鱼头,4.422, 26 收藏 , 7060 浏览,蒸,香辣味,10分钟,初中水平,"['鱼头 500克', '绿豆粉丝 1把']","['剁辣椒 20克', '大蒜 10克', '蒸鱼豉油 20毫升', '蚝油 10克', '猪油 5毫升', '料酒 30毫升', '胡椒粉 1克', '生姜 5克', '精盐 3克', '食用油 20毫升', '香葱 1根', '香菜 1根']","['减肥人群 建议多吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 控制少吃']",0.21克,1.5克,55.7大卡
3859,牙签肉,3.267, 31 收藏 , 24987 浏览,炸,香辣味,5分钟,初级入门,['猪里脊肉 250克'],"['植物油 适量', '香辣酥 40克', '盐 3克', '葱 10克', '姜 适量', '蒜 10克', '黑胡椒粉 1茶匙', '料酒 1汤匙', '淀粉 1/2汤匙', '孜然粉 1茶匙', '白糖 少许']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",4.69克,8.1克,163.9大卡
10902,香菜炒肉,4.768, 7 收藏 , 5212 浏览,炒,家常味,15分钟,未知,"['猪肉 250克', '香菜 适量']","['油 适量', '盐 适量']","['高血脂人群 尽量不吃', '减肥人群 尽量不吃', '高血压人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",1.75克,36.3克,387.8大卡
1709,电饭煲版嫩滑鸡蛋羹,3.091, 43 收藏 , 233199 浏览,蒸,咸鲜味,15分钟,新手尝试,['鸡蛋 1个 '],"['生抽 少许', '小葱 1段', '清水 1杯 ', '香油 少许']","['高血脂人群 建议多吃', '减肥人群 控制少吃', '高血压人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",0.91克,7.8克,120.1大卡
3201,辣椒油,3.531, 69 收藏 , 148087 浏览,烧,香辣味,15分钟,初中水平,"['辣椒粉 适量', '白芝麻 少许', '花生油 适量', '盐 1勺']","['花椒 10几粒', '草果 1个', '大料 1个', '丁香 10几粒', '香叶 2片', '甘草片 2片', '桂皮 1小段']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '高血糖人群 尽量不吃', '减肥人群 尽量不吃', '儿童 控制少吃']",39.06克,16.3克,350.1大卡
7528,韭菜虾皮炒鸡蛋,4.227, 5 收藏 , 5587 浏览,炒,咸鲜味,5分钟,初级入门,"['韭菜 200克', '柴鸡蛋3个 150克', '虾皮 10克']","['食盐 2克', '纯净水 10毫升', '花生油 10毫升']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.24克,5.9克,85.9大卡
8618,韭菜炒厚豆腐皮,3.769, 5 收藏 , 3905 浏览,炒,家常味,15分钟,未知,"['韭菜 1把', '厚豆腐皮 1张']","['色拉油 适量', '盐 适量', '鸡精 适量']","['高血压人群 控制少吃', '高血脂人群 控制少吃', '减肥人群 尽量不吃', '高血糖人群 控制少吃', '儿童 控制少吃']",8.19克,18.8克,343.7大卡
1780,红烧带鱼,4.025, 7 收藏 , 2278 浏览,炖,咸鲜味,60分钟,未知,"['带鱼 2条', '姜 2片', '蒜 1头', '猪皮 适量', '料酒 1汤勺', '油 1勺', '啤酒 1罐', '味极鲜 2勺', '红烧酱油 1勺', '醋 2大勺', '盐 适量', '葱段 适量']","['面糊：鸡蛋 2个', '面粉 半碗', '盐 少许']","['高血压人群 建议多吃', '高血脂人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",4.69克,4.6克,130.6大卡
8516,腊肉炒荷兰豆,4.975, 6 收藏 , 4471 浏览,炒,咸鲜味,5分钟,新手尝试,"['腊肉 150克', '荷兰豆 300克']","['大葱 10克', '姜 10克', '料酒 10毫升', '花生油 10毫升', '盐 1克']","['高血脂人群 控制少吃', '高血压人群 建议多吃', '减肥人群 控制少吃', '高血糖人群 建议多吃', '儿童 建议多吃']",2.94克,17.1克,190.2大卡
10482,酸菜猪肉水饺,4.861, 8 收藏 , 1950 浏览,煮,家常味,10分钟,未知,"['猪肉 700克', '酸菜 1棵']","['洋葱 1个', '姜末 适量', '蚝油 1勺', '生抽 2勺', '精盐 适量', '味精 少许', '十三香 适量', '香油 1勺', '玉米油 适量']","['高血脂人群 控制少吃', '高血压人群 控制少吃', '减肥人群 控制少吃', '高血糖人群 控制少吃', '儿童 控制少吃']",2.73克,21.6克,240.3大卡
7631,卤牛肉，家常菜高质量菜谱推荐,3.918, 367 收藏 , 23476 浏览,煮,家常味,数小时,初级入门,['牛腱子 1000克'],"['八角 适量', '桂皮 适量', '花椒 适量', '大葱 适量', '姜片 适量', '生抽 适量', '老抽 适量', '料酒 适量', '冰糖 适量', '盐 适量']","['减肥人群 建议多吃', '高血压人群 建议多吃', '高血脂人群 建议多吃', '高血糖人群 建议多吃', '儿童 建议多吃']",1.47克,0.9克,92.1大卡
1854,酱香馒头炒鸡蛋,3.527, 6 收藏 , 2706 浏览,炒,家常味,15分钟,初中水平,"['馒头 1个', '鸡蛋 1个']","['油 15克', '盐 1克', '胡萝卜 半个', '木耳 50克', '豆瓣酱 10克', '四季豆 100克']","['减肥人群 控制少吃', '高血糖人群 尽量不吃', '高血脂人群 建议多吃', '高血压人群 建议多吃', '儿童 建议多吃']",11.9克,5.9克,137.3大卡
